"pid7","s10","c2","c4","c8","roots"
2,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Very favor","Non-Communist"
1,"Mexico","Very favor","Very unfav","Very favor","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
5,"Cuba","Somewhat u","Somewhat u","Very unfav","Communist"
5,"Mexico","Very favor","Somewhat f","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat u","Somewhat u","Non-Communist"
1,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
2,"Puerto Ric","Very favor","Very favor","Somewhat f","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
4,"Mexico","Very unfav","Very unfav","Somewhat f","Non-Communist"
6,"Cuba","Somewhat u","Very unfav","Somewhat f","Communist"
4,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Cuba","Somewhat f","Somewhat f","Very favor","Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Honduras","Very favor","Somewhat f","Somewhat f","Non-Communist"
3,"Spain / Sp","Very favor","Very favor","Very favor","Non-Communist"
2,"Mexico","Very favor","Somewhat u","Not famili","Non-Communist"
2,"Puerto Ric","Somewhat u","Somewhat u","Somewhat u","Non-Communist"
2,"Colombia","Somewhat f","Somewhat f","Somewhat u","Non-Communist"
1,"Cuba","Somewhat f","Very favor","Somewhat f","Communist"
1,"Spain / Sp","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
5,"Puerto Ric","Very favor","Somewhat u","Somewhat u","Non-Communist"
4,"Mexico","Somewhat f","Very unfav","Very unfav","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Not famili","Non-Communist"
1,"Cuba","Somewhat f","Somewhat f","Somewhat u","Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
7,"Mexico","Somewhat u","Very unfav","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
4,"Puerto Ric","Very unfav","Very unfav","Very unfav","Non-Communist"
2,"Puerto Ric","Somewhat f","Somewhat f","Very favor","Non-Communist"
7,"Mexico","Very unfav","Very unfav","Somewhat f","Non-Communist"
2,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
7,"Cuba","Very unfav","Very unfav","Very unfav","Communist"
5,"Cuba","Very unfav","Very unfav","Very unfav","Communist"
1,"Dominican","Very favor","Somewhat u","Very favor","Non-Communist"
4,"Mexico","Somewhat u","Very unfav","Somewhat f","Non-Communist"
3,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
4,"Mexico","Very unfav","Very unfav","Somewhat u","Non-Communist"
7,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
4,"Mexico","Somewhat f","Very unfav","Very favor","Non-Communist"
2,"Spain / Sp","Somewhat f","Somewhat f","Not famili","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat u","Non-Communist"
6,"Mexico","Very unfav","Very unfav","Somewhat u","Non-Communist"
6,"Spain / Sp","Very favor","Very favor","Very unfav","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
7,"Mexico","Very unfav","Very unfav","Somewhat u","Non-Communist"
6,"Dominican","Very favor","Somewhat f","Very favor","Non-Communist"
3,"Mexico","Somewhat f","Very favor","Somewhat f","Non-Communist"
1,"Cuba","Very favor","Somewhat f","Somewhat f","Communist"
1,"Mexico","Very favor","Very favor","Not famili","Non-Communist"
1,"Mexico","Not famili","Not famili","Very unfav","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat u","Non-Communist"
3,"Mexico","Somewhat f","Very favor","Somewhat f","Non-Communist"
2,"Mexico","Somewhat u","Very favor","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
6,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
6,"Cuba","Very unfav","Very unfav","Very unfav","Communist"
3,"Chile","Somewhat f","Somewhat u","Very favor","Non-Communist"
6,"Mexico","Somewhat u","Very favor","Very favor","Non-Communist"
6,"Mexico","Somewhat f","Somewhat u","Not famili","Non-Communist"
1,"Mexico","Somewhat f","Somewhat f","Not famili","Non-Communist"
2,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
2,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
3,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
3,"Mexico","Somewhat u","Somewhat u","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat u","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
4,"Mexico","Very favor","Somewhat u","Very favor","Non-Communist"
4,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
4,"Dominican","Somewhat f","Somewhat u","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
5,"Spain / Sp","Very unfav","Very unfav","Somewhat f","Non-Communist"
4,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
4,"Mexico","Very favor","Somewhat f","Not famili","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
6,"Nicaragua","Somewhat f","Somewhat u","Somewhat u","Communist"
6,"Mexico","Somewhat u","Somewhat u","Somewhat f","Non-Communist"
3,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
2,"Mexico","Somewhat f","Somewhat f","Very favor","Non-Communist"
1,"Guatemala","Very favor","Very favor","Very favor","Non-Communist"
3,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
2,"Mexico","Very favor","Somewhat u","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
4,"Mexico","Somewhat f","Somewhat u","Very favor","Non-Communist"
1,"Cuba","Very favor","Very unfav","Very favor","Communist"
2,"Dominican","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Argentina","Very favor","Very favor","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Somewhat f","Very favor","Very favor","Non-Communist"
6,"Puerto Ric","Somewhat f","Somewhat u","Not famili","Non-Communist"
5,"Mexico","Very unfav","Very unfav","Somewhat u","Non-Communist"
1,"Spain / Sp","Very favor","Very favor","Somewhat f","Non-Communist"
7,"Cuba","Very unfav","Very unfav","Very unfav","Communist"
2,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
3,"Puerto Ric","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Spain / Sp","Very favor","Very favor","Very favor","Non-Communist"
7,"Spain / Sp","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Spain / Sp","Very favor","Very favor","Somewhat f","Non-Communist"
4,"Mexico","Somewhat u","Very unfav","Somewhat f","Non-Communist"
6,"Colombia","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Cuba","Somewhat f","Somewhat f","Somewhat f","Communist"
4,"Panama","Somewhat f","Very unfav","Somewhat f","Non-Communist"
2,"Argentina","Somewhat u","Very unfav","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
4,"Puerto Ric","Very favor","Somewhat u","Somewhat f","Non-Communist"
2,"Mexico","Somewhat f","Somewhat f","Very unfav","Non-Communist"
5,"Puerto Ric","Somewhat f","Somewhat u","Very favor","Non-Communist"
7,"Cuba","Somewhat u","Very unfav","Somewhat f","Communist"
7,"Cuba","Very unfav","Very unfav","Very unfav","Communist"
1,"Puerto Ric","Very favor","Very favor","Somewhat u","Non-Communist"
1,"Argentina","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Cuba","Very favor","Somewhat f","Somewhat f","Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
6,"Dominican","Very favor","Somewhat f","Very favor","Non-Communist"
3,"Puerto Ric","Very favor","Very favor","Somewhat u","Non-Communist"
5,"Spain / Sp","Somewhat u","Very unfav","Not famili","Non-Communist"
7,"Cuba","Very unfav","Very unfav","Somewhat f","Communist"
1,"Peru","Very favor","Very favor","Very favor","Non-Communist"
5,"Puerto Ric","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Somewhat f","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Very favor","Non-Communist"
4,"Mexico","Very favor","Somewhat u","Somewhat u","Non-Communist"
5,"Peru","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Dominican","Very favor","Very favor","Somewhat f","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
5,"Mexico","Somewhat u","Very unfav","Very favor","Non-Communist"
3,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
4,"Spain / Sp","Somewhat f","Somewhat u","Very favor","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
1,"Mexico","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Spain / Sp","Very favor","Very favor","Somewhat f","Non-Communist"
6,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
4,"Mexico","Very favor","Somewhat f","Very unfav","Non-Communist"
4,"Cuba","Very favor","Not famili","Not famili","Communist"
7,"Ecuador","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
7,"Spain / Sp","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
2,"Puerto Ric","Somewhat f","Very unfav","Somewhat f","Non-Communist"
2,"Venezuela","Somewhat f","Somewhat f","Somewhat u","Communist"
3,"Spain / Sp","Somewhat f","Somewhat f","Somewhat u","Non-Communist"
2,"Mexico","Very favor","Somewhat u","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
4,"Puerto Ric","Somewhat f","Very unfav","Somewhat f","Non-Communist"
7,"Cuba","Very unfav","Very unfav","Very unfav","Communist"
4,"Puerto Ric","Very unfav","Very unfav","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
7,"Mexico","Somewhat u","Somewhat u","Very favor","Non-Communist"
6,"Puerto Ric","Very unfav","Very unfav","Somewhat f","Non-Communist"
5,"Mexico","Somewhat u","Very unfav","Very unfav","Non-Communist"
1,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Not famili","Non-Communist"
2,"Puerto Ric","Very favor","Very favor","Very unfav","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Puerto Ric","Somewhat u","Somewhat f","Very favor","Non-Communist"
1,"Puerto Ric","Somewhat f","Very favor","Very unfav","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
1,"Other coun","Very favor","Very favor","Very favor","Non-Communist"
2,"Mexico","Very favor","Very favor","Not famili","Non-Communist"
4,"Mexico","Very unfav","Very unfav","Very unfav","Non-Communist"
2,"Spain / Sp","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Mexico","Somewhat f","Somewhat f","Very favor","Non-Communist"
2,"Nicaragua","Somewhat f","Somewhat f","Somewhat u","Communist"
2,"Puerto Ric","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
2,"Peru","Somewhat f","Somewhat f","Somewhat u","Non-Communist"
4,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Spain / Sp","Somewhat u","Somewhat u","Somewhat u","Non-Communist"
4,"Other coun","Very unfav","Very unfav","Somewhat u","Non-Communist"
1,"Spain / Sp","Very favor","Somewhat f","Very favor","Non-Communist"
7,"Puerto Ric","Very favor","Very favor","Very unfav","Non-Communist"
6,"Dominican","Very unfav","Very unfav","Somewhat f","Non-Communist"
4,"Spain / Sp","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
7,"Other coun","Not famili","Very unfav","Somewhat u","Non-Communist"
6,"Colombia","Somewhat f","Very unfav","Very unfav","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
4,"Argentina","Somewhat f","Somewhat f","Somewhat u","Non-Communist"
2,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
7,"Spain / Sp","Very unfav","Very unfav","Very unfav","Non-Communist"
4,"Guatemala","Somewhat f","Somewhat f","Very favor","Non-Communist"
4,"Spain / Sp","Very favor","Very favor","Somewhat f","Non-Communist"
6,"Mexico","Very unfav","Very unfav","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Very favor","Non-Communist"
4,"Guatemala","Somewhat f","Very unfav","Somewhat u","Non-Communist"
1,"Venezuela","Very favor","Very favor","Very favor","Communist"
4,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
7,"Mexico","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Venezuela","Very favor","Somewhat f","Very favor","Communist"
2,"Spain / Sp","Very favor","Somewhat u","Somewhat f","Non-Communist"
3,"Cuba","Somewhat f","Somewhat f","Somewhat f","Communist"
1,"Mexico","Very favor","Very favor","Somewhat u","Non-Communist"
7,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
3,"Puerto Ric","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Not famili","Somewhat f","Somewhat u","Non-Communist"
4,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
4,"Mexico","Very favor","Very unfav","Very favor","Non-Communist"
4,"Argentina","Somewhat f","Somewhat u","Very favor","Non-Communist"
1,"Peru","Very favor","Somewhat f","Somewhat f","Non-Communist"
5,"Mexico","Somewhat f","Somewhat f","Not famili","Non-Communist"
4,"Mexico","Somewhat u","Very unfav","Somewhat u","Non-Communist"
2,"Cuba","Very favor","Somewhat f","Somewhat f","Communist"
1,"Puerto Ric","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Mexico","Somewhat f","Very favor","Not famili","Non-Communist"
4,"Mexico","Somewhat u","Very unfav","Somewhat f","Non-Communist"
7,"Colombia","Very unfav","Very unfav","Somewhat u","Non-Communist"
5,"Mexico","Somewhat u","Very unfav","Very unfav","Non-Communist"
4,"Puerto Ric","Very unfav","Very unfav","Very favor","Non-Communist"
4,"Puerto Ric","Very unfav","Very unfav","Somewhat f","Non-Communist"
2,"Colombia","Very favor","Somewhat f","Somewhat u","Non-Communist"
7,"Mexico","Very unfav","Very unfav","Somewhat u","Non-Communist"
6,"Dominican","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
6,"Cuba","Somewhat f","Somewhat f","Very favor","Communist"
2,"Spain / Sp","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Cuba","Very favor","Very favor","Somewhat u","Communist"
3,"Other coun","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
3,"Dominican","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Dominican","Somewhat f","Very unfav","Somewhat u","Non-Communist"
6,"Colombia","Somewhat f","Somewhat u","Very favor","Non-Communist"
2,"Colombia","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
7,"Cuba","Very unfav","Very unfav","Very unfav","Communist"
4,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat u","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Somewhat f","Non-Communist"
5,"Mexico","Very unfav","Very unfav","Somewhat u","Non-Communist"
5,"Cuba","Somewhat f","Very unfav","Somewhat f","Communist"
2,"Mexico","Somewhat f","Somewhat f","Somewhat u","Non-Communist"
4,"Colombia","Very favor","Somewhat u","Somewhat f","Non-Communist"
2,"Spain / Sp","Very favor","Very unfav","Very favor","Non-Communist"
6,"Puerto Ric","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
4,"Dominican","Somewhat f","Somewhat f","Very unfav","Non-Communist"
6,"Mexico","Somewhat u","Very unfav","Not famili","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Somewhat f","Non-Communist"
7,"Puerto Ric","Somewhat u","Very unfav","Somewhat u","Non-Communist"
6,"Mexico","Somewhat u","Somewhat u","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
4,"Mexico","Very unfav","Very unfav","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
2,"Puerto Ric","Somewhat u","Somewhat u","Somewhat u","Non-Communist"
7,"Other coun","Very unfav","Very unfav","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Cuba","Somewhat u","Somewhat u","Very unfav","Communist"
1,"Mexico","Somewhat f","Somewhat f","Very unfav","Non-Communist"
7,"Mexico","Very unfav","Very unfav","Very unfav","Non-Communist"
4,"Mexico","Somewhat f","Somewhat u","Very favor","Non-Communist"
4,"Panama","Somewhat f","Very unfav","Somewhat f","Non-Communist"
4,"Cuba","Somewhat f","Very favor","Very favor","Communist"
1,"Dominican","Very favor","Somewhat u","Very favor","Non-Communist"
5,"Honduras","Very unfav","Very unfav","Very unfav","Non-Communist"
3,"Venezuela","Very favor","Somewhat u","Somewhat f","Communist"
4,"El Salvado","Very unfav","Very unfav","Somewhat u","Non-Communist"
5,"Mexico","Very unfav","Very unfav","Very unfav","Non-Communist"
5,"Spain / Sp","Very unfav","Very unfav","Very unfav","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Very favor","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Very favor","Non-Communist"
4,"Spain / Sp","Very unfav","Very unfav","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat u","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Not famili","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
2,"Panama","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
4,"Mexico","Somewhat f","Somewhat u","Very favor","Non-Communist"
1,"Other coun","Very favor","Somewhat u","Very favor","Non-Communist"
7,"Spain / Sp","Very unfav","Somewhat u","Very unfav","Non-Communist"
7,"Cuba","Very unfav","Very unfav","Somewhat u","Communist"
2,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
6,"Spain / Sp","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
7,"Nicaragua","Very unfav","Very unfav","Very unfav","Communist"
1,"Spain / Sp","Very favor","Somewhat f","Somewhat u","Non-Communist"
6,"Puerto Ric","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
2,"Puerto Ric","Somewhat f","Very favor","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Venezuela","Very favor","Very favor","Very favor","Communist"
4,"Honduras","Very favor","Not famili","Not famili","Non-Communist"
2,"Mexico","Very favor","Very unfav","Somewhat f","Non-Communist"
2,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat u","Non-Communist"
2,"Puerto Ric","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Very favor","Non-Communist"
5,"Mexico","Very unfav","Very unfav","Very unfav","Non-Communist"
6,"Mexico","Very unfav","Very unfav","Somewhat u","Non-Communist"
3,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
7,"Spain / Sp","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Spain / Sp","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
6,"Mexico","Somewhat u","Somewhat u","Somewhat u","Non-Communist"
4,"Spain / Sp","Somewhat u","Very unfav","Somewhat f","Non-Communist"
1,"Spain / Sp","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Spain / Sp","Very favor","Very favor","Somewhat f","Non-Communist"
2,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
6,"Mexico","Very unfav","Very unfav","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
2,"Puerto Ric","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
4,"Mexico","Very favor","Very favor","Somewhat u","Non-Communist"
2,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
1,"Spain / Sp","Very favor","Very favor","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Somewhat f","Non-Communist"
4,"Colombia","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Chile","Very favor","Very favor","Very favor","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Not famili","Non-Communist"
3,"Puerto Ric","Somewhat f","Somewhat f","Somewhat u","Non-Communist"
7,"Mexico","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
1,"Other coun","Very favor","Very favor","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat u","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
4,"Mexico","Somewhat f","Somewhat f","Not famili","Non-Communist"
3,"Puerto Ric","Very unfav","Somewhat u","Somewhat u","Non-Communist"
1,"Mexico","Somewhat f","Somewhat f","Somewhat u","Non-Communist"
4,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
6,"Mexico","Very unfav","Very unfav","Somewhat u","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
6,"Puerto Ric","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Not famili","Non-Communist"
7,"Mexico","Somewhat u","Somewhat u","Somewhat f","Non-Communist"
5,"Cuba","Somewhat f","Somewhat f","Somewhat f","Communist"
2,"Puerto Ric","Somewhat u","Somewhat u","Somewhat u","Non-Communist"
5,"Mexico","Very unfav","Very unfav","Somewhat f","Non-Communist"
2,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
1,"Mexico","Somewhat f","Somewhat f","Very favor","Non-Communist"
3,"Mexico","Very favor","Somewhat u","Very favor","Non-Communist"
4,"Mexico","Somewhat f","Very favor","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
6,"Mexico","Very unfav","Very unfav","Somewhat f","Non-Communist"
6,"Cuba","Somewhat u","Very unfav","Somewhat u","Communist"
2,"Dominican","Very favor","Somewhat u","Somewhat f","Non-Communist"
4,"Mexico","Somewhat f","Somewhat f","Somewhat u","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Spain / Sp","Very favor","Somewhat f","Somewhat f","Non-Communist"
2,"Spain / Sp","Somewhat f","Somewhat u","Very favor","Non-Communist"
1,"Other coun","Very favor","Very favor","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Very unfav","Very favor","Non-Communist"
4,"Spain / Sp","Very favor","Somewhat u","Very favor","Non-Communist"
5,"Colombia","Somewhat f","Very unfav","Somewhat f","Non-Communist"
7,"El Salvado","Somewhat f","Very unfav","Somewhat f","Non-Communist"
5,"Puerto Ric","Somewhat f","Somewhat u","Very favor","Non-Communist"
5,"Puerto Ric","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
7,"Puerto Ric","Very unfav","Very unfav","Somewhat u","Non-Communist"
4,"Spain / Sp","Very unfav","Very unfav","Very unfav","Non-Communist"
5,"Colombia","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Somewhat f","Non-Communist"
3,"Spain / Sp","Somewhat f","Very favor","Somewhat f","Non-Communist"
5,"Puerto Ric","Somewhat f","Very unfav","Somewhat u","Non-Communist"
2,"Colombia","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
6,"Puerto Ric","Very unfav","Very unfav","Somewhat u","Non-Communist"
4,"Peru","Somewhat f","Somewhat f","Very favor","Non-Communist"
6,"Puerto Ric","Somewhat f","Somewhat f","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat u","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very unfav","Somewhat f","Non-Communist"
4,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
7,"Mexico","Very unfav","Very unfav","Not famili","Non-Communist"
7,"Puerto Ric","Very unfav","Very unfav","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat u","Non-Communist"
6,"Mexico","Somewhat u","Very unfav","Somewhat u","Non-Communist"
2,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
7,"Puerto Ric","Very unfav","Very unfav","Somewhat u","Non-Communist"
3,"Mexico","Very favor","Somewhat u","Very favor","Non-Communist"
4,"Mexico","Very favor","Somewhat f","Not famili","Non-Communist"
6,"Peru","Very unfav","Very unfav","Very unfav","Non-Communist"
7,"Spain / Sp","Very unfav","Very unfav","Very unfav","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Colombia","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Cuba","Very favor","Somewhat f","Very favor","Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
1,"Cuba","Very favor","Very favor","Somewhat f","Communist"
4,"Mexico","Very unfav","Very unfav","Somewhat f","Non-Communist"
4,"Mexico","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
